comment,sentiment,confidence
"This is an excellent video, great job by Nana.

However I think the K8s Yaml - Configuration Files was not explained very well and caused confusion, because the labels were the same everywhere and I had no idea how they were related. I also think there was some letup in explanation and not enough diagrams were shown and things were dependent on demo, which I think caused the failure. of course, there is the matter of subject itself being complicated, the student not smart enough. However I think a property of a great teacher is the ability to explain the concept to most ordinary students. So I think there was a lack in that section. I guess more diagrams and illustration of relationship and what NOT to associate might have been helpful.",Positive,0.442
"Great course Nana, but am currently stuck for the past three days, i just can't get my mongodb deployment to run. I have been getting imagepullBackoff error message.

i have ran the kubectl describe command to diagnose the problem; still cant figure it out. Below is the error message after trouble shooting.

""Warning  Failed     2m19s (x2 over 4m33s)  kubelet            Failed to pull image ""mongo"": rpc error: code = Unknown desc = context deadline exceeded
  Warning  Failed     2m19s (x2 over 4m33s)  kubelet            Error: ErrImagePull""",Negative,0.414
Besteessst!!,Neutral,0.448
Thank you so much for such an amazing tutorial!,Positive,0.994
I have issues with installing hyperkit on my MacBook Pro M1...,Positive,0.467
Thanks!,Positive,0.985
"This was very helpful, thank you for sharing this here for free! Sharing is caring :)",Positive,0.89
Thanks learnedn alot.,Positive,0.943
The Best Tutorial !!! Even Kid can understand,Positive,0.75
Thanks!,Positive,0.985
RIP Tiller,Positive,0.449
"kubectl get nodes
The connection to the server localhost:8080 was refused - did you specify the right host or port?

What can I do?",Neutral,0.472
Great content and explanation. Thank you very much Nana.,Positive,0.983
"Thank you so much Nana, this is the best K8S video i have watched on youtube. Long but very interesting. above all, free.",Positive,0.965
https://youtu.be/MC2C1hhw5ow,Neutral,0.448
"Great tutorial Nana, learned a lot.
Keep creating such contents. Thank you for sharing knowledge.",Positive,0.963
Amazing tutorial! Thank you for your enormous contribution.,Positive,0.971
Esse video é muito foda.,Positive,0.614
Good work,Positive,0.945
"I haven question about secrets. You encode the creds base64, in order to commit to a repository I guess, right? Encoded strings can also be decoded though, so what's the gain?",Neutral,0.52
"Second tutorial by Nana, that I'm watching. It's a great experience once again.",Positive,0.877
Very helpful and that's very important 👍👍👍,Positive,0.692
very helpful tutorial !  easy to understand !,Positive,0.846
thank you nana...,Positive,0.968
"You are very good instructor, Thanks for the videos",Positive,0.942
https://www.youtube.com/channel/UC9zVmz9afR7wIfE_xLPbwCg,Positive,0.577
Thanks,Positive,0.985
Thanks!,Positive,0.985
"Excellent The best tutorial I have ever taken. Structured, easy to go back to, clear examples, keeping it essential, but not trivial. Love it!",Positive,0.935
It's awesome,Positive,0.945
It's amazing! Congratulations!,Positive,0.966
you are a great teacher. I easily understand how you explain the terms in bits.,Positive,0.724
"Hello,
In the Ingress section I am unable to access dashboard. All I can see is blank screen, without any error. I have followed each Nana's step (macOS). Any advice ?",Positive,0.459
"With 3 yrs of K8S experience, I throughly I had mastered K8S. But while watching this video I found still some knowledges I’d missed.",Positive,0.548
Danke!,Neutral,0.448
"Just wow.... no small talk, only facts and knowledge explained in a visual, easily understandable way. Perfect!",Positive,0.783
Very nicely driven tutorial.,Positive,0.621
"Love the video! Nana you are awesome! Not only because you've shared it on youtube, for sure its worth to pay for this course ! You are good teacher ;) material really well prepared",Positive,0.922
"Excellent Video, All basics K8s in one video.",Positive,0.847
"can you also share your paypal/venmo, youtube superlikes have their huge cuts",Positive,0.679
Best kubernetes video out there on Youtube :),Positive,0.805
Hi,Neutral,0.588
the best video so far with all the information,Positive,0.667
"Done it non-stop, and that was very good!!! GREAT JOB!!!",Positive,0.929
thanks a lot for making this video .... this is the best kubernetes video on internet ... also wanted to ask that what are the challenges associated with using stateful sets for databases?? is using an external db storage and accessing it from our pods a good way of hosting microservices on cloud? what approach is being followed by big enterprise applications for hosting databases ?,Positive,0.75
Hands down the best tuitorial on Kubernetes. Thank you for this.,Positive,0.917
"nice one ..one question .i have jfrog artifactory running in K8s cluster , how to find the artifcatory detail DB and all ?",Positive,0.567
Thank you! You're a life saver!,Positive,0.88
"Hi there !  I'm facing problem while executing mongo-express.yaml file . 
Pods status shows CrashLoopBackOff. 
How to resolve it?",Neutral,0.417
Nice explanation .,Positive,0.904
Best tutorial for k8s till date. Loved it.,Positive,0.913
Thank you very much Nana . It was  such a nice tutorial,Positive,0.983
Everyone got stucked with Ingress? I've tried to replicate the video example with the dashboard but it doesn't work. Both curl and browser go to timeout.,Positive,0.355
"Nana, u r very thin😄",Neutral,0.539
Thank you for sharing your knowledge. You helped me so much,Positive,0.929
"5M + watched this. WOOW, why is he not verified?",Positive,0.633
"Nana! Thank you for sharing this knowledge, You are awesome,",Positive,0.953
"Do you have to know containers, such as Docker, as a prerequisite to watch this?",Neutral,0.452
explanation is awesome 🔥🔥🔥🔥 and thankyou for  this video,Positive,0.87
Can I attempt and clear CKAD exam after this tutorial?,Positive,0.601
Why is session gets terminated from a container when another application starts from another container?,Neutral,0.489
This video really helps me a lot what basics I need to learn Kubernetes.,Positive,0.587
"Excellent tutorial, thank you very much",Positive,0.981
Awesome.,Positive,0.974
Tak!,Neutral,0.448
"I did not able to open lab works , please tell what to do",Positive,0.441
"Excellent tutorials, but I'm afraid the part on Ingress is a bit out of date which makes it too confusing for a real beginners' tutorial. 

I'm happy to see the github was maintained with the current yaml syntax, but current terminal feedback differs enough from the one in the tutorial to create confusion when trying to fix your beginners mistakes.

2:17:40 Beginner question here: am I supposed to be redirected to the commercial page dashboard?",Positive,0.514
Great video!! Can you share the link where I can download the configuration file used in the course?,Positive,0.538
Thanks,Positive,0.985
Merci !,Positive,0.638
"Her voice very much sounds like my ex female boss, LOL :D",Positive,0.604
"Thank you very much. I have learned a lot of things from your videos. 
I'm trying to apply the mongo.yaml file for the last 7 days. It is giving Error: ErrImagePull; Error: ImagePullBackOff. Don't know why. I have tried in several ways.",Positive,0.665
Thanks for creating awesome content.it is really helping me in my projects.,Positive,0.95
I have a doubt that in 58:30 secs of the video when you use  #kubectl apply -f nginx-deployment.yaml after that touch nginx-deployment.yaml line it showing error in laptop please tell me why this is happening.,Neutral,0.477
"I would like to say extremely grate ""Thank you"" - very clear explanations, wonderful images and examples! God bless you and your kubernetes cluster! :)",Positive,0.809
